OBJECTID,AREA,PERIMETER,ZN10OAKS_,ZN10OAKS_I,COMMENT,FEAT_NAME,DATAFILE,UNFILT_POS,GPS_HEIGHT,FILESOURCE,MAX_PDOP,CORR_TYPE,STD_DEV,HORZ_PREC,VERT_PREC,POINT_X,POINT_Y,SOURCEDATA,F_AREA,ACRES,INSIDE_X,INSIDE_Y,FID_1,FID1,AREA_1,PERIMETE_1,ZN10OAKS1,ZN10OAKS_1,COMMENT_1,FEAT_NAM_1,DATAFILE_1,UNFILT_P_1,GPS_HEIG_1,FILESOUR_1,MAX_PDOP_1,CORR_TYP_1,STD_DEV_1,HORZ_PRE_1,VERT_PRE_1,POINT_X_1,POINT_Y_1,Age,Age_2,cwd,fog,ppt,tmn,tmx
210,0,0,0,0,QUTO SEEDLING, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6964.319,-448128.2978, ,0,0,0,0,209,364,0,0,0,0,QUTO SEEDLING, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6964.319,-448128.2978,seedling,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
211,0,0,0,0,TEEN QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7219.832021,-448496.7274, ,0,0,0,0,210,370,0,0,0,0,TEEN QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7219.832021,-448496.7274,young,unknown,887.822998,0.327051014,552.5770264,7.454599857,20.58919907
212,0,0,0,0,SM QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7217.449556,-448495.404, ,0,0,0,0,211,371,0,0,0,0,SM QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7217.449556,-448495.404,unknown,unknown,887.822998,0.327051014,552.5770264,7.454599857,20.58919907
213,0,0,0,0,BRWSD QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7225.152009,-448495.1634, ,0,0,0,0,212,374,0,0,0,0,BRWSD QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7225.152009,-448495.1634,unknown,unknown,887.822998,0.327051014,552.5770264,7.454599857,20.58919907
214,0,0,0,0,YNG QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7221.408883,-448488.1922, ,0,0,0,0,213,376,0,0,0,0,YNG QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7221.408883,-448488.1922,young,unknown,887.822998,0.327051014,552.5770264,7.454599857,20.58919907
215,0,0,0,0,YNG QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7220.520967,-448486.9404, ,0,0,0,0,214,377,0,0,0,0,YNG QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7220.520967,-448486.9404,young,unknown,887.822998,0.327051014,552.5770264,7.454599857,20.58919907
216,0,0,0,0,YNG QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7219.907762,-448487.4777, ,0,0,0,0,215,378,0,0,0,0,YNG QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7219.907762,-448487.4777,young,unknown,887.822998,0.327051014,552.5770264,7.454599857,20.58919907
217,0,0,0,0,YNG QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7222.327111,-448485.9768, ,0,0,0,0,216,382,0,0,0,0,YNG QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7222.327111,-448485.9768,young,unknown,887.822998,0.327051014,552.5770264,7.454599857,20.58919907
218,0,0,0,0,YNG QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7237.480031,-448473.2608, ,0,0,0,0,217,383,0,0,0,0,YNG QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7237.480031,-448473.2608,young,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
219,0,0,0,0,QUTO SDL IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7239.00152,-448476.2393, ,0,0,0,0,218,384,0,0,0,0,QUTO SDL IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7239.00152,-448476.2393,seedling,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
220,0,0,0,0,YNG QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7238.475093,-448475.9346, ,0,0,0,0,219,385,0,0,0,0,YNG QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7238.475093,-448475.9346,young,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
221,0,0,0,0,QUTO SDL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7268.131489,-448465.3648, ,0,0,0,0,220,388,0,0,0,0,QUTO SDL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7268.131489,-448465.3648,seedling,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
222,0,0,0,0,QUTO SDLNG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7266.374688,-448468.3634, ,0,0,0,0,221,389,0,0,0,0,QUTO SDLNG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7266.374688,-448468.3634,seedling,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
223,0,0,0,0,BRWSD QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8234.29675,-448750.621, ,0,0,0,0,222,392,0,0,0,0,BRWSD QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8234.29675,-448750.621,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
224,0,0,0,0,BRWSD QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8233.926794,-448743.5015, ,0,0,0,0,223,393,0,0,0,0,BRWSD QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8233.926794,-448743.5015,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
225,0,0,0,0,BRWQT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8231.987709,-448742.3729, ,0,0,0,0,224,394,0,0,0,0,BRWQT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8231.987709,-448742.3729,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
226,0,0,0,0,BRWQT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8230.848321,-448741.3984, ,0,0,0,0,225,395,0,0,0,0,BRWQT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8230.848321,-448741.3984,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
227,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8239.055463,-448740.4131, ,0,0,0,0,226,396,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8239.055463,-448740.4131,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
228,0,0,0,0,YNG QUTO IN BAPI AG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8240.914305,-448742.1429, ,0,0,0,0,227,397,0,0,0,0,YNG QUTO IN BAPI AG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8240.914305,-448742.1429,young,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
229,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8275.631607,-448723.5753, ,0,0,0,0,228,399,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8275.631607,-448723.5753,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
230,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8272.380403,-448722.9626, ,0,0,0,0,229,400,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8272.380403,-448722.9626,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
231,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8236.065903,-448750.0422, ,0,0,0,0,230,404,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8236.065903,-448750.0422,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
232,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8233.978797,-448743.5254, ,0,0,0,0,231,405,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8233.978797,-448743.5254,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
233,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8232.102,-448742.6963, ,0,0,0,0,232,406,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8232.102,-448742.6963,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
234,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8231.254813,-448742.0523, ,0,0,0,0,233,407,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8231.254813,-448742.0523,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
235,0,0,0,0,YNG QT IN BAPI GRS, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8241.33279,-448742.8442, ,0,0,0,0,234,408,0,0,0,0,YNG QT IN BAPI GRS, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8241.33279,-448742.8442,young,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
236,0,0,0,0,YNG BR QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8238.805418,-448740.4863, ,0,0,0,0,235,409,0,0,0,0,YNG BR QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8238.805418,-448740.4863,young,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
237,0,0,0,0,V BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8267.008127,-448627.9531, ,0,0,0,0,236,418,0,0,0,0,V BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8267.008127,-448627.9531,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
238,0,0,0,0,BRW YNG QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8268.402085,-448629.8294, ,0,0,0,0,237,419,0,0,0,0,BRW YNG QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8268.402085,-448629.8294,young,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
239,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8254.389429,-448589.0457, ,0,0,0,0,238,422,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8254.389429,-448589.0457,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
240,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8256.323136,-448591.5201, ,0,0,0,0,239,423,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8256.323136,-448591.5201,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
241,0,0,0,0,NEW QT SDL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8256.780185,-448591.9377, ,0,0,0,0,240,424,0,0,0,0,NEW QT SDL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8256.780185,-448591.9377,seedling,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
242,0,0,0,0,BIG BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8223.782957,-448512.1289, ,0,0,0,0,241,430,0,0,0,0,BIG BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8223.782957,-448512.1289,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
243,0,0,0,0,SM BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8225.547014,-448511.346, ,0,0,0,0,242,431,0,0,0,0,SM BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8225.547014,-448511.346,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
244,0,0,0,0,2 BRW QT IN PT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8226.768182,-448509.085, ,0,0,0,0,243,432,0,0,0,0,2 BRW QT IN PT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8226.768182,-448509.085,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
245,0,0,0,0,BRW QT SDL IN PT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8225.487926,-448509.0546, ,0,0,0,0,244,433,0,0,0,0,BRW QT SDL IN PT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8225.487926,-448509.0546,seedling,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
246,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8225.25386,-448506.6139, ,0,0,0,0,245,434,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8225.25386,-448506.6139,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
247,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8222.737019,-448505.064, ,0,0,0,0,246,435,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8222.737019,-448505.064,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
248,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8219.632341,-448506.0219, ,0,0,0,0,247,436,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8219.632341,-448506.0219,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
249,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8213.676267,-448554.1673, ,0,0,0,0,248,438,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8213.676267,-448554.1673,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
250,0,0,0,0,BRW QT IN PTERID, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8210.494696,-448555.1595, ,0,0,0,0,249,441,0,0,0,0,BRW QT IN PTERID, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8210.494696,-448555.1595,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
251,0,0,0,0,YNG QUTO BRW, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8154.870478,-448618.109, ,0,0,0,0,250,445,0,0,0,0,YNG QUTO BRW, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8154.870478,-448618.109,young,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
252,0,0,0,0,QUTO SDL IN DENSE PTERID, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8152.318642,-448615.3605, ,0,0,0,0,251,446,0,0,0,0,QUTO SDL IN DENSE PTERID, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8152.318642,-448615.3605,seedling,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
253,0,0,0,0,YNG QT SDL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8110.924749,-448580.9551, ,0,0,0,0,252,449,0,0,0,0,YNG QT SDL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8110.924749,-448580.9551,young,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
254,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8107.896086,-448583.034, ,0,0,0,0,253,450,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8107.896086,-448583.034,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
255,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8101.422349,-448709.1135, ,0,0,0,0,254,467,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8101.422349,-448709.1135,unknown,unknown,890.5570068,0.354092002,537.5900269,7.443600178,20.63260078
256,0,0,0,0,BRW EROD QUTOO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8098.835013,-448710.6763, ,0,0,0,0,255,468,0,0,0,0,BRW EROD QUTOO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8098.835013,-448710.6763,unknown,unknown,890.5570068,0.354092002,537.5900269,7.443600178,20.63260078
257,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7077.285767,-448473.8147, ,0,0,0,0,256,489,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7077.285767,-448473.8147,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
258,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6956.545415,-448462.5914, ,0,0,0,0,257,492,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6956.545415,-448462.5914,unknown,unknown,895.7969971,0.308201998,538.4370117,7.402400017,20.80310059
259,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6954.549095,-448450.9518, ,0,0,0,0,258,493,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6954.549095,-448450.9518,unknown,unknown,895.7969971,0.308201998,538.4370117,7.402400017,20.80310059
260,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6954.406317,-448450.3153, ,0,0,0,0,259,498,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6954.406317,-448450.3153,unknown,unknown,895.7969971,0.308201998,538.4370117,7.402400017,20.80310059
261,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6957.068025,-448462.4153, ,0,0,0,0,260,499,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6957.068025,-448462.4153,unknown,unknown,895.7969971,0.308201998,538.4370117,7.402400017,20.80310059
262,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7163.862916,-448477.2209, ,0,0,0,0,261,506,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7163.862916,-448477.2209,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
263,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7173.118762,-448478.4502, ,0,0,0,0,262,507,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7173.118762,-448478.4502,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
264,0,0,0,0,QUTO YOUNG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7167.900417,-448472.1712, ,0,0,0,0,263,508,0,0,0,0,QUTO YOUNG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7167.900417,-448472.1712,young,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
265,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7162.888914,-448467.8559, ,0,0,0,0,264,509,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7162.888914,-448467.8559,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
266,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7160.394121,-448464.8418, ,0,0,0,0,265,510,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7160.394121,-448464.8418,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
267,0,0,0,0,QUTO SMALL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7186.017067,-448458.9457, ,0,0,0,0,266,512,0,0,0,0,QUTO SMALL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7186.017067,-448458.9457,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
268,0,0,0,0,QUTO SMALL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7185.895455,-448456.2168, ,0,0,0,0,267,513,0,0,0,0,QUTO SMALL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7185.895455,-448456.2168,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
269,0,0,0,0,QUTO SDLNG IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7190.362226,-448450.4923, ,0,0,0,0,268,514,0,0,0,0,QUTO SDLNG IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7190.362226,-448450.4923,seedling,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
270,0,0,0,0,QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7188.602935,-448445.0371, ,0,0,0,0,269,515,0,0,0,0,QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7188.602935,-448445.0371,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
271,0,0,0,0,SMALL QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7190.773031,-448446.0104, ,0,0,0,0,270,516,0,0,0,0,SMALL QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7190.773031,-448446.0104,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
272,0,0,0,0,QUTO IN BAPI BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7193.895885,-448449.2113, ,0,0,0,0,271,517,0,0,0,0,QUTO IN BAPI BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7193.895885,-448449.2113,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
